stt,unnamed_1,linh_vuc,so_tiep_nhan,ngay_tiep_nhan,han_tra,ket_qua,ten_co_so,chu_co_so,đia_chi,phuong_xa,quan_huyen,so_gcn_dkkd,loai_hinh_co_so,so_gcn_attp,ngay_cap_gcn_attp,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_đau_tien,ngay_cap_dau_tien,chuyen_vien_thu_ly,tinh_thanh,ten_co_so_norm,quan_huyen_norm,phuong_xa_norm,thoi_han_gcn_attp,processing_days,attp_valid
5163,,NN,,2023-11-28,2023-12-14,,chi nhanh cong ty tnhh san xuat - thuong mai - dich vu rong đo,,362 Quốc lộ 1A,tam binh,thu đuc,,"so che, đong goi trai cay tuoi",5163,2023-12-06,,,,,,ho chi minh,chi nhanh cong ty tnhh san xuat - thuong mai - dich vu rong đo,thu đuc,tam binh,2026-12-05,8.0,True
5164,,NN,,2023-08-14,2023-08-29,,đia điem kinh doanh so 7 - cong ty co phan tuk tuk thai bistro,ĐỖ DANH TRUNG,"Số 9, đường Mê Linh, ","phuong 19,",binh thanh,,"kinh doanh thuc pham nong, lam, thuy san",5164,2023-12-06,,,,,,ho chi minh,đia điem kinh doanh so 7 - cong ty co phan tuk tuk thai bistro,binh thanh,"phuong 19,",2026-12-05,114.0,True
5165,,"CT, YT",,2023-11-29,2023-12-28,,đia điem kinh doanh so 257- cong ty tnhh gs 25 vietnam,PHẠM HOÀNG MINH,"Vị trí R5, R6, R7+R8, tầng trệt, Tòa nhà Trung Tâm Thương Mại Quốc Tế, Số 1A Công trường Mê Linh",ben nghe,1,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,5165,2023-12-06,,,,,,ho chi minh,đia điem kinh doanh so 257- cong ty tnhh gs 25 vietnam,1,ben nghe,2026-12-05,7.0,True
5166,,YT,,2023-11-29,2023-12-28,,chi nhanh cong ty co phan vat pham van hoa sai gon- nha sach phuong nam,PHẠM THỊ TUYẾT NGA,212 Nguyễn Trãi,pham ngu lao,1,,kinh doanh dich vu an uong,5166,2023-12-06,,,,,,ho chi minh,chi nhanh cong ty co phan vat pham van hoa sai gon- nha sach phuong nam,1,pham ngu lao,2026-12-05,7.0,True
5167,,YT,,2023-11-28,2023-12-27,,cong ty trach nhiem huu han mot thanh vien nha hang long thien,HỒ MINH TÀI,10 Huyền Quang,tan đinh,1,,kinh doanh dich vu an uong,5167,2023-12-06,,,,,,ho chi minh,cong ty trach nhiem huu han mot thanh vien nha hang long thien,1,tan đinh,2026-12-05,8.0,True
5168,,YT,,2023-11-28,2023-12-27,,đia điem kinh doanh yoyo nguyen thi minh khai- cong ty co phan trai nghiem toan cau,NGUYỄN THẢO QUÂN,"CH13, 2 Bis Nguyễn Thị Minh Khai",đa kao,1,,kinh doanh dich vu an uong,5168,2023-12-06,,,,,,ho chi minh,đia điem kinh doanh yoyo nguyen thi minh khai- cong ty co phan trai nghiem toan cau,1,đa kao,2026-12-05,8.0,True
5169,,YT,,2023-11-28,2023-12-26,,cong ty co phan tap đoan golden gate - chi nhanh mien nam - đia điem kinh doanh - nha hang manwah,HÀ THÚC TÚ,"Lô 1.14, tầng trệt TTTM The Garden Mall, số 190 Hồng Bàng",12,5,,kinh doanh dich vu an uong,5169,2023-12-07,,,,,,ho chi minh,cong ty co phan tap đoan golden gate - chi nhanh mien nam - đia điem kinh doanh - nha hang manwah,5,12,2026-12-06,9.0,True
5170,,YT,,2023-11-30,2023-12-28,,đia điem kinh doanh hong bang - cong ty co phan đau tu thuong mai ttv,TRẦN TUYẾT VÂN,"Ô 1F-16 Tầng 1, Tòa nhà Hùng Vương Plaza, Số 126 đường Hồng Bàng",12,5,,kinh doanh dich vu an uong,5170,2023-12-07,,,,,,ho chi minh,đia điem kinh doanh hong bang - cong ty co phan đau tu thuong mai ttv,5,12,2026-12-06,7.0,True
5171,,NN,,2023-11-28,2023-12-14,,đia điem kinh doanh cho mien que,,84 An Dương Vương,9,5,,"kinh doanh: rau, cu, qua",5171,2023-12-07,,,,,,ho chi minh,đia điem kinh doanh cho mien que,5,9,2026-12-06,9.0,True
5172,,YT,,2023-11-29,2023-12-28,,cong ty tnhh barista collective,NGÔ THỊ THU THỦY,264H Lê Văn Sỹ,14,3,,kinh doanh dich vu an uong,5172,2023-12-07,,,,,,ho chi minh,cong ty tnhh barista collective,3,14,2026-12-06,8.0,True
5173,,YT,,2023-11-28,2023-12-27,,chi nhanh cong ty tnhh thuong mai dich vu truong sa,NGUYỄN THỊ NGOAN,"Số 10 KP4, Bác Ái",binh tho,thu đuc,,kinh doanh dich vu an uong,5173,2023-12-07,,,,,,ho chi minh,chi nhanh cong ty tnhh thuong mai dich vu truong sa,thu đuc,binh tho,2026-12-06,9.0,True
5174,,YT,,2023-11-29,2023-12-28,,đia điem kinh doanh cong ty co phan ca phe ong bau - cua hang ca phe ong bau,TRẦN THỊ KIM OANH,"Số 143 Nguyễn Thị Nhung, Khu đô thị Vạn Phúc",hiep binh phuoc,thu đuc,,kinh doanh dich vu an uong,5174,2023-12-07,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan ca phe ong bau - cua hang ca phe ong bau,thu đuc,hiep binh phuoc,2026-12-06,8.0,True
5175,,NN,,2023-11-30,2023-12-18,,cong ty tnhh thuong mai dich vu hachiko,,65 Đường số 1,an lac a,binh tan,315778587.0,"đong goi: kho bo, kho ga, cha bong, cac loai hat, trai cay say, thuy san kho an lien, gao lut say",5175,2023-12-07,,,,,,ho chi minh,cong ty tnhh thuong mai dich vu hachiko,binh tan,an lac a,2026-12-06,7.0,True
5176,,YT,,2023-11-29,2023-12-27,,chi nhanh 120 đuong so 7 - cong ty co phan am thuc thien ly,AS NA WI,120 Đường số 7,binh tri đong b,binh tan,,kinh doanh dich vu an uong,5176,2023-12-07,,,,,,ho chi minh,chi nhanh 120 đuong so 7 - cong ty co phan am thuc thien ly,binh tan,binh tri đong b,2026-12-06,8.0,True
5177,,YT,,2023-11-29,2023-12-28,,quan 8h office coffee,ĐINH QUANG PHƯỚC THANH,"Số 3, Đường số 17A",binh tri đong b,binh tan,,kinh doanh dich vu an uong,5177,2023-12-07,,,,,,ho chi minh,quan 8h office coffee,binh tan,binh tri đong b,2026-12-06,8.0,True
5178,,NN,,2023-11-30,2023-12-18,,cong ty tnhh hai san tien loi,,C60 đường Xóm Chiếu,13,4,318115725.0,kinh doanh thuy hai san,5178,2023-12-07,,,,,,ho chi minh,cong ty tnhh hai san tien loi,4,13,2026-12-06,7.0,True
5179,,NN,,2023-11-30,2023-12-18,,chi nhanh cong ty tnhh thuong mai dich vu phat trien hung phat,,38/10-38/12-38/14 Bàu Cát 2,14,tan binh,,"kinh doanh rau, cu, qua, thit, thuy san, trung",5179,2023-12-07,,,,,,ho chi minh,chi nhanh cong ty tnhh thuong mai dich vu phat trien hung phat,tan binh,14,2026-12-06,7.0,True
5180,,YT,,2023-11-29,2023-12-27,,chi nhanh 134c hoang hoa tham - cong ty co phan am thuc thien ly,AS NA WI,134C Hoàng Hoa Thám,12,tan binh,,kinh doanh dich vu an uong,5180,2023-12-07,,,,,,ho chi minh,chi nhanh 134c hoang hoa tham - cong ty co phan am thuc thien ly,tan binh,12,2026-12-06,8.0,True
5181,,YT,,2023-11-29,2023-12-27,,cong ty tnhh thuong mai dich vu cuu trung thien,ĐẶNG THÁI SƠN,706-708 Âu Cơ,14,tan binh,,kinh doanh dich vu an uong,5181,2023-12-07,,,,,,ho chi minh,cong ty tnhh thuong mai dich vu cuu trung thien,tan binh,14,2026-12-06,8.0,True
5182,,YT,,2023-11-28,2023-12-26,,cong ty tnhh san xuat thuong mai đo gia phu,ĐỖ THỊ KIM CHUNG,343 E19-E20 Lạc Long Quân,5,11,,"san xuat nuoc uong đong binh, đong chai",5182,2023-12-07,,,,,,ho chi minh,cong ty tnhh san xuat thuong mai đo gia phu,11,5,2026-12-06,9.0,True
5183,,YT,,2023-11-29,2023-12-28,,chi nhanh cong ty tnhh thuong mai hieu đinh,ĐẶNG THỊ KIỀU OANH,"Số 2, đường số 2",tan kien,binh chanh,,kinh doanh dich vu an uong,5183,2023-12-07,,,,,,ho chi minh,chi nhanh cong ty tnhh thuong mai hieu đinh,binh chanh,tan kien,2026-12-06,8.0,True
5184,,YT,,2023-11-28,2023-12-26,,cua hang mcdonalds pham hung - cong ty co phan good day hospitality,NGUYỄN HUY THỊNH,C6/27 Phạm Hùng,binh hung,binh chanh,,kinh doanh dich vu an uong,5184,2023-12-07,,,,,,ho chi minh,cua hang mcdonalds pham hung - cong ty co phan good day hospitality,binh chanh,binh hung,2026-12-06,9.0,True
5185,,YT,,2023-11-30,2023-12-29,,đia điem kinh doanh cong ty tnhh phat trien thuong mai hai le,LÊ QUANG HẢI,"Tầng trệt, tầng lửng, tầng 1 số 283/107-109 Cách Mạng Tháng 8",12,10,,kinh doanh dich vu an uong,5185,2023-12-07,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh phat trien thuong mai hai le,10,12,2026-12-06,7.0,True
5186,,YT,,2023-11-28,2023-12-26,,đia điem kinh doanh cong ty tnhh vietgangz glamping club,TRẦN QUANG HIẾU,169 Đường số 5,long phuoc,thu đuc,,kinh doanh dich vu an uong,5186,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh vietgangz glamping club,thu đuc,long phuoc,2026-12-07,10.0,True
5187,,CT,,2023-11-29,2023-12-27,,cong ty tnhh ong chanh bakery,DIỆP BẢO CHÁNH,"PH65, Khu dân cư The Pegasuite, 1002 Tạ Quang Bửu",6,8,,"san xuat banh mi, banh ngot, banh kem; ban le nhom san pham theo danh muc",5187,2023-12-08,,,,,,ho chi minh,cong ty tnhh ong chanh bakery,8,6,2026-12-07,9.0,True
5188,,NN,,2023-11-30,2023-12-18,,ho kinh doanh heo quay manh ba mai,,58/9 Lương Văn Can,15,8,,che bien heo quay,5188,2023-12-08,,,,,,ho chi minh,ho kinh doanh heo quay manh ba mai,8,15,2026-12-07,8.0,True
5189,,NN,,2023-11-29,2023-12-15,,cong ty tnhh thuc pham tan phuoc,,118 Đường số 2 Khu dân cư Bến Lức,7,8,318160742.0,"kinh doanh rau, cu, qua, thit, thuy hai san",5189,2023-12-08,,,,,,ho chi minh,cong ty tnhh thuc pham tan phuoc,8,7,2026-12-07,9.0,True
5190,,YT,,2023-12-01,2024-01-02,,đia điem kinh doanh cua cong ty tnhh tu van va quan ly chuoi glorious vision,NÔNG THỊ NGÂM,Số 193 Nguyễn Sơn,phu thanh,tan phu,,kinh doanh dich vu an uong,5190,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh cua cong ty tnhh tu van va quan ly chuoi glorious vision,tan phu,phu thanh,2026-12-07,7.0,True
5191,,YT,,2023-12-01,2024-01-02,,đia điem kinh doanh cong ty co phan maycha - cua hang maycha 245 tan huong,ĐỖ MINH TÂN,245 Tân Hương,tan quy,tan phu,,kinh doanh dich vu an uong,5191,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan maycha - cua hang maycha 245 tan huong,tan phu,tan quy,2026-12-07,7.0,True
5192,,YT,,2023-11-30,2023-12-28,,đia điem kinh doanh cong ty tnhh tien trang tea,VŨ VĂN TIẾN,"Lô thương mại G13 lô E, tầng trệt, Chung cư Hà Đô, 3 Nguyễn Văn Công",3,go vap,,kinh doanh dich vu an uong,5192,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh tien trang tea,go vap,3,2026-12-07,8.0,True
5193,,CT,,2023-12-01,2024-01-02,,đia điem kinh doanh winmart+ hcm 198 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,4A Nguyễn Văn Dung,6,go vap,,ban le nhom san pham theo danh muc,5193,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 198 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,go vap,6,2026-12-07,7.0,True
5194,,NN,,2023-12-01,2023-12-19,,ho kinh doanh nguyen thi bich huyen,,713/20 Lê Đức Thọ,16,go vap,,"che bien: gio cha, nem chua",5194,2023-12-08,,,,,,ho chi minh,ho kinh doanh nguyen thi bich huyen,go vap,16,2026-12-07,7.0,True
5195,,YT,,2023-11-30,2023-12-28,,cong ty tnhh the minutes,TRẦN MẠNH NGHĨA,1-1A-2 Tôn Đức Thắng,ben nghe,1,,kinh doanh dich vu an uong,5195,2023-12-08,,,,,,ho chi minh,cong ty tnhh the minutes,1,ben nghe,2026-12-07,8.0,True
5196,,YT,,2023-11-29,2023-12-28,,đia điem kinh doanh tran hung đao - cong ty tnhh cyber kitchen,NGUYỄN NGỌC HÀ,328 Trần Hưng Đạo,nguyen cu trinh,1,,kinh doanh dich vu an uong,5196,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh tran hung đao - cong ty tnhh cyber kitchen,1,nguyen cu trinh,2026-12-07,9.0,True
5197,,YT,,2023-11-29,2023-12-28,,cong ty tnhh hoang thanh f&b,PHAN QUANG TRÀNH,11 Đồng Khởi,ben nghe,1,,kinh doanh dich vu an uong,5197,2023-12-08,,,,,,ho chi minh,cong ty tnhh hoang thanh f&b,1,ben nghe,2026-12-07,9.0,True
5198,,YT,,2023-11-29,2023-12-28,,đia điem kinh doanh cong ty co phan som tum thai,LÝ HOÀNG KIỀU LINH,29 Lê Thánh Tôn,ben nghe,1,,kinh doanh dich vu an uong,5198,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan som tum thai,1,ben nghe,2026-12-07,9.0,True
5199,,YT,,2023-12-01,2024-01-02,,cong ty tnhh araham,TRẦN NGỌC BĂNG TÂM,"288, Nguyễn Thị Minh Khai",5,3,,kinh doanh dich vu an uong,5199,2023-12-08,,,,,,ho chi minh,cong ty tnhh araham,3,5,2026-12-07,7.0,True
5200,,NN,,2023-12-04,2023-12-19,,chi nhanh tai thanh pho ho chi minh - cong ty co phan thuong mai va đau tu k.l.e.v.e,,276 Lê Văn Sỹ,14,3,,kinh doanh trai cay,5200,2023-12-08,,,,,,ho chi minh,chi nhanh tai thanh pho ho chi minh - cong ty co phan thuong mai va đau tu k.l.e.v.e,3,14,2026-12-07,4.0,True
5201,,YT,,2023-11-30,2023-12-29,,cong ty co phan đau tu phat trien a long,LÊ NGỌC NGUYÊN,85C Nguyễn Cư Trinh,nguyen cu trinh,1,,kinh doanh dich vu an uong,5201,2023-12-08,,,,,,ho chi minh,cong ty co phan đau tu phat trien a long,1,nguyen cu trinh,2026-12-07,8.0,True
5202,,YT,,2023-12-01,2024-01-02,,crane tea ho tung mau - chi nhanh cong ty tnhh thuong mai dich vu kiwi,LÊ HOÀNG,97 Hồ Tùng Mậu,ben nghe,1,,kinh doanh dich vu an uong,5202,2023-12-08,,,,,,ho chi minh,crane tea ho tung mau - chi nhanh cong ty tnhh thuong mai dich vu kiwi,1,ben nghe,2026-12-07,7.0,True
5203,,YT,,2023-12-01,2024-01-02,,chi nhanh cong ty tnhh thuong mai dich vu tu van sai gon xanh,HUỲNH THỊ ÁI CHÂU,42/52 Nguyễn Huệ,ben nghe,1,,kinh doanh dich vu an uong,5203,2023-12-08,,,,,,ho chi minh,chi nhanh cong ty tnhh thuong mai dich vu tu van sai gon xanh,1,ben nghe,2026-12-07,7.0,True
5204,,YT,,2023-12-01,2024-01-02,,đia điem kinh doanh htc - 35nkkn - cong ty tnhh đau tu va dich vu htc,HUỲNH QUỐC HUY,35 Nam Kỳ Khởi Nghĩa,nguyen thai binh,1,,kinh doanh dich vu an uong,5204,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh htc - 35nkkn - cong ty tnhh đau tu va dich vu htc,1,nguyen thai binh,2026-12-07,7.0,True
5205,,CT,,2023-11-29,2023-12-27,,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 5 ha huy giap,PHẠM VĂN TRỌNG,Một phần 5/42 Hà Huy Giáp,thanh xuan,12,,ban le nhom san pham theo danh muc,5205,2023-12-08,,,,,,ho chi minh,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 5 ha huy giap,12,thanh xuan,2026-12-07,9.0,True
5206,,CT,,2023-11-29,2023-12-27,,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 82 tan thoi nhat 8,PHẠM VĂN TRỌNG,"82/1 Tân Thới Nhất 8, khu phố 6",tan thoi nhat,12,,ban le nhom san pham theo danh muc,5206,2023-12-08,,,,,,ho chi minh,chi nhanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 82 tan thoi nhat 8,12,tan thoi nhat,2026-12-07,9.0,True
5207,,CT,,2023-11-29,2023-12-27,,đia điem kinh doanh winmart+ hcm 96 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,Số 1/23B Bùi Công Trừng,đong thanh,hoc mon,,ban le nhom san pham theo danh muc,5207,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 96 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,hoc mon,đong thanh,2026-12-07,9.0,True
5208,,"CT, NN, YT",,2023-11-29,2023-12-27,,chi nhanh lien hiep hop tac xa thuong mai tp. ho chi minh – co.opmart hiep thanh,HUỲNH KIM THU THỦY,276 Nguyễn Ảnh Thủ,hiep thanh,12,,"ban le nhom san pham theo danh muc; so che, đong goi: rau, cu, qua, thit, thuy san: kinh doanh dich vu an uong",5208,2023-12-08,,,,,,ho chi minh,chi nhanh lien hiep hop tac xa thuong mai tp. ho chi minh – co.opmart hiep thanh,12,hiep thanh,2026-12-07,9.0,True
5209,,NN,,2023-11-29,2023-12-15,,ho kinh doanh nguyen hoang hai,,"Số 50/48/27, Đường Lê Thị Giót, Ấp Bến Đò 1",tan phu trung,cu chi,,"che bien: hanh phi, toi phi",5209,2023-12-08,,,,,,ho chi minh,ho kinh doanh nguyen hoang hai,cu chi,tan phu trung,2026-12-07,9.0,True
5210,,YT,,2023-11-29,2023-12-28,,chi nhanh cong ty tnhh thuong mai dich vu san xuat ba hai,BÙI ĐÌNH HƯỚNG,"54/47/38 Đường TCH 07, Khu phố 10",tan chanh hiep,12,,"phoi tron, đong goi phu gia thuc pham (dang bot)",5210,2023-12-08,,,,,,ho chi minh,chi nhanh cong ty tnhh thuong mai dich vu san xuat ba hai,12,tan chanh hiep,2026-12-07,9.0,True
5211,,YT,,2023-11-30,2023-12-28,,đia điem kinh doanh jjl passio 78a thl - cong ty tnhh jjl passio,LÝ MỸ NGA,78A Trần Huy Liệu,15,phu nhuan,,kinh doanh dich vu an uong,5211,2023-12-08,,,,,,ho chi minh,đia điem kinh doanh jjl passio 78a thl - cong ty tnhh jjl passio,phu nhuan,15,2026-12-07,8.0,True
5212,,YT,,2023-12-01,2024-01-02,,chi nhanh cong ty tnhh cao boi nam my,TIMM DAVID JEROME JOSEPH,"Lô CR1/U3, Số 103 Tôn Dật Tiên, Khu A Phú Mỹ Hưng",tan phu,7,,kinh doanh dich vu an uong,5212,2023-12-11,,,,,,ho chi minh,chi nhanh cong ty tnhh cao boi nam my,7,tan phu,2026-12-10,10.0,True
5213,,YT,,2023-12-01,2024-01-02,,đia điem kinh doanh cong ty co phan thuong mai dich vu tra ca phe vn - the coffee house - cua hang so 21,NGÔ NGUYÊN KHA,313 Nguyễn Thị Thập,tan phu,7,,"kinh doanh dich vu an uong; rang, đong goi ca phe",5213,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan thuong mai dich vu tra ca phe vn - the coffee house - cua hang so 21,7,tan phu,2026-12-10,10.0,True
5214,,"CT, YT",,2023-11-30,2023-12-28,,đia điem kinh doanh cong ty tnhh mot thanh vien bach hoa sai gon co.op - co.opsmile 50 tan my,LÊ HƯNG VĨNH,50 Tân Mỹ,tan thuan tay,7,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,5214,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh mot thanh vien bach hoa sai gon co.op - co.opsmile 50 tan my,7,tan thuan tay,2026-12-10,11.0,True
5215,,CT,,2023-12-01,2024-01-02,,đia điem kinh doanh winmart+ hcm 204 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,PHẠM THỊ THU HƯƠNG,300 Vườn Lài,phu tho hoa,tan phu,,ban le nhom san pham theo danh muc,5215,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh winmart+ hcm 204 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,tan phu,phu tho hoa,2026-12-10,10.0,True
5216,,CT,,2023-12-04,2024-01-02,,đia điem kinh doanh cua hang so 198 - cong ty tnhh vong tron đo,CHEUNG YIU KWONG,45 Cao Thắng,3,3,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,5216,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh cua hang so 198 - cong ty tnhh vong tron đo,3,3,2026-12-10,7.0,True
5217,,YT,,2023-12-04,2024-01-03,,dntn la house coffee,ĐẶNG THỊ YẾN LINH,"Một phần tầng trệt của Cao ốc Nam Á, số 201-203 Cách Mạng Tháng Tám",4,3,,kinh doanh dich vu an uong,5217,2023-12-11,,,,,,ho chi minh,dntn la house coffee,3,4,2026-12-10,7.0,True
5218,,NN,,2023-12-04,2023-12-19,,đia điem kinh doanh 01 - cong ty tnhh thuong mai thuc pham bao han,,66 Đường số 11,tam binh,thu đuc,,"kinh doanh rau, cu, qua, thit, trung",5218,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh 01 - cong ty tnhh thuong mai thuc pham bao han,thu đuc,tam binh,2026-12-10,7.0,True
5219,,YT,,2023-11-30,2023-12-29,,cong ty tnhh overproof holdings,NGUYỄN SƠN HÙNG,97A Xuân Thủy,thao đien,thu đuc,,kinh doanh dich vu an uong,5219,2023-12-11,,,,,,ho chi minh,cong ty tnhh overproof holdings,thu đuc,thao đien,2026-12-10,11.0,True
5220,,YT,,2023-11-30,2023-12-29,,cong ty tnhh munch bistro,NGUYỄN HỒNG DUNG,Số 19 đường Trần Ngọc Diện,thao đien,thu đuc,,kinh doanh dich vu an uong,5220,2023-12-11,,,,,,ho chi minh,cong ty tnhh munch bistro,thu đuc,thao đien,2026-12-10,11.0,True
5221,,YT,,2023-12-04,2024-01-02,,đia điem kinh doanh cong ty tnhh 2 a&l,NGUYỄN THÀNH AN,"P1.01A1, Khối đế - tháp 1 và 2, Số 628C Võ Nguyên Giáp",an phu,thu đuc,,kinh doanh dich vu an uong,5221,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh cong ty tnhh 2 a&l,thu đuc,an phu,2026-12-10,7.0,True
5222,,"CT, NN, YT",,2023-12-08,2023-12-12,cap đoi,đia điem kinh doanh cong ty tnhh mot thanh vien sai gon co.op thang loi - co.opmart thang loi,PHẠM TRUNG KIÊN,02 Trường Chinh,tay thanh,tan phu,,"so che, đong goi; rau cu qua, thit, thuy san; che bien mon an san; ban le nhom san pham theo danh muc; kinh doanh dich vu an uong",5222,2023-12-11,26180.0,2021-10-28,,,,ho chi minh,đia điem kinh doanh cong ty tnhh mot thanh vien sai gon co.op thang loi - co.opmart thang loi,tan phu,tay thanh,2026-12-10,3.0,True
5223,,"CT, NN, YT",,2023-12-08,2023-12-12,cap đoi,đia điem kinh doanh cong ty co phan trung tam thuong mai lotte viet nam - lotte mart phu tho,SHIN JUBACK,"Khối bệ 5 tầng tòa nhà số 01 thuộc dự án cao ốc Everich, số 968 Đường 3 tháng 2",15,11,,"ban le nhom san pham theo danh muc; san xuat: banh mi, banh ngot, banh trung thu, banh man; so che đong goi: thit, thuy san, trai cay; kinh doanh dich vu an uong",5223,2023-12-11,35240.0,2022-07-14,,,,ho chi minh,đia điem kinh doanh cong ty co phan trung tam thuong mai lotte viet nam - lotte mart phu tho,11,15,2026-12-10,3.0,True
5224,,"CT, NN, YT",,2023-12-08,2023-12-12,cap đoi,chi nhanh cong ty co phan trung tam thuong mai lotte viet nam - chi nhanh go vap,SHIN JUBACK,"Số 18, Đường Phan Văn Trị",10,go vap,,"buon ban, ban le nhom san pham theo danh muc; san xuat cac loai banh tu bot; so che, đong goi: rau, cu, qua, thit, thuy san; kinh doanh dich vu an uong",5224,2023-12-11,24510.0,2023-05-18,,,,ho chi minh,chi nhanh cong ty co phan trung tam thuong mai lotte viet nam - chi nhanh go vap,go vap,10,2026-12-10,3.0,True
5225,,YT,,2023-12-04,2024-01-02,,đia điem kinh doanh 2 - cong ty tnhh tm dv my phuc,TRẦN THỊ MỸ NGÂN,908-910 Phạm Văn Đồng,hiep binh chanh,thu đuc,,kinh doanh dich vu an uong,5225,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh 2 - cong ty tnhh tm dv my phuc,thu đuc,hiep binh chanh,2026-12-10,7.0,True
5226,,YT,,2023-12-05,2024-01-03,,đia điem kinh doanh phuc long hcm 141 - cong ty co phan phuc long heritage,PHẠM THỊ THU HƯƠNG,"L1-01 - Tầng 1, Thiso Mall (Emart), số 385 Phan Huy Ích",14,go vap,,kinh doanh dich vu an uong,5226,2023-12-11,,,,,,ho chi minh,đia điem kinh doanh phuc long hcm 141 - cong ty co phan phuc long heritage,go vap,14,2026-12-10,6.0,True
5227,,YT,,2023-12-05,2024-01-04,,cong ty co phan tap đoan ngon coffee.vn - đia điem kinh doanh nova coffee 53,NGUYỄN PHƯƠNG ANH,45 Đường số 5,11,6,,kinh doanh dich vu an uong,5227,2023-12-12,,,,,,ho chi minh,cong ty co phan tap đoan ngon coffee.vn - đia điem kinh doanh nova coffee 53,6,11,2026-12-11,7.0,True
5228,,YT,,2023-12-05,2024-01-04,,cong ty tnhh lezzy,GIANG VÕ NGỌC DIỄM,Số 92 Đề Thám,cau ong lanh,1,,kinh doanh dich vu an uong,5228,2023-12-12,,,,,,ho chi minh,cong ty tnhh lezzy,1,cau ong lanh,2026-12-11,7.0,True
5229,,YT,,2023-12-04,2024-01-03,,đia điem kinh doanh cong ty co phan van hoa tong hop ben thanh - ben thanh bistro,NGÔ ĐỨC THẮNG,158 Đồng Khởi ,ben nghe,1,,kinh doanh dich vu an uong,5229,2023-12-12,,,,,,ho chi minh,đia điem kinh doanh cong ty co phan van hoa tong hop ben thanh - ben thanh bistro,1,ben nghe,2026-12-11,8.0,True
